ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.04255168849438459,0.25859217666571516,-0.14714106911704744,0.20675797161473794,0.9793468571237154,1.703775186839114,-1.1914111998725527,1.3035061383082218,-1.286090151176703,0
-2.4224537350455817,-2.073840687180113,-0.39493165141185826,-0.2520809824423302,-0.02306685719502581,2.056112970824344,0.2623552030846493,-0.640030181173345,0.6848193069197602,0
0.7188428360890746,0.8565021106761536,-0.24823764442034787,1.5700083701071954,-0.02306685719502581,-0.09266968979447761,0.7737608122495635,-0.0004005345206706885,-1.1671342502202329,0
0.8748250923037718,0.5516760528327914,-0.006453098219377597,0.730565299760685,0.6504127296063656,-0.7749830005053142,1.2486010279908832,2.1497545069659654,0.8490457648622755,0
1.4305900239165226,-0.4766394699930725,-0.4695776019262673,-0.31324831599051817,-0.6718054307806649,-0.3416697890076929,-0.8344994668284933,-2.1822814299900677,0.13927789373157104,0
-1.0836667050903996,-0.2537479546468303,0.7651786026587781,0.37557581351477165,-0.20393861920433845,-1.7958521091221231,-1.7910757726831568,-0.7294814886427602,-1.803233296737085,0
2.241627444842313,1.5931718229182366,0.7652965560421082,0.3538676030082179,1.6905656020687507,-1.7565983184401157,-0.15870738959695987,1.1521773798631991,-1.6580218539672764,0
1.1035094922780708,0.2113383036755894,-0.9633670396674219,-1.6819633581969138,-0.8648608282330571,0.5978025124310975,-0.5905397005904764,-0.22997108315789944,0.5576168605153977,0
-0.04255168849438459,-2.396329037509873,-0.8930296053369217,0.5545009446355288,-1.845212348364439,-0.4530702842643166,-0.4868934644521768,-0.7921713097676965,-0.4760967252208504,0
2.927088515485996,0.9490733849236709,0.3909374394476214,1.432912984551746,1.9840881570467315,1.698557659890587,1.0945339825571814,0.3518045855112749,0.518054638730055,0
0.18957654103901686,-0.9581838145556639,1.1898372136375688,0.3796000838253845,-0.20546614167525837,-0.009109814763390787,0.3855551902415497,0.7805107151878797,-0.38985910096816995,0
0.6295410808110793,0.68518898218738,-0.3791558192720717,0.7657922187464634,-0.02306685719502581,-0.7647283412301844,0.06420803422709263,0.637631938405808,0.05806173858542463,0
0.01698562459037364,-1.230648932093906,-0.38337990648766285,-2.342292324857907,-1.4578238349920147,-0.9667257904692668,0.48935079397374814,0.8287324550551052,-0.6674306018642912,0
-0.04255168849438459,-1.432470149022853,0.6026808943011688,-0.11202265595423772,-0.9749925972344247,-0.5716032185837113,1.5315517967170622,0.6391585500820135,0.573703708075864,0
0.2867544371405083,0.2726399785783365,0.7238259807772469,-1.3303649690412254,-0.02306685719502581,0.22838106251072446,-0.32872455735791917,0.24554494957454973,1.0395475031175665,0
-0.536697351181341,-0.3025938252466096,2.1772820857341757,1.8140767222979859,0.8654036169991125,1.1173157652578474,-0.8401017269121536,0.5479854367374295,0.5254720207899918,0
1.4946168951051113,2.3887676155647712,0.2254752670917076,-0.06595269228468277,1.823129113004782,0.6393160541405013,-0.28056186401427347,0.3188920883933213,0.6886707273098199,0
1.3469096003444678,2.5600931438842935,-0.29973237278418946,-0.5494272992598398,-0.02306685719502581,0.06561426489082825,-0.43155907800071225,-0.1651317105912577,-1.9617020537438217,0
0.1970374549625637,0.5554842322638003,0.40765486776334825,-1.7718999756163436,0.052755496307600264,0.5399388030556638,-0.5465207816642806,-0.23003648553360181,-1.8024758111403851,0
-0.3124152865512972,-0.872790877779709,1.016914865441987,-0.7878644466511853,-0.6493174264983402,1.2027350488904673,1.0813382871790846,0.6729003715297911,-0.27781110953996624,0
-0.04255168849438459,0.601264342284449,-0.5695259327183101,-0.9615481359638824,-0.19642636756743534,0.12494655283050185,-0.037757735001922726,-0.41650564786789057,1.9136177775128544,0
-2.2888653254815328,0.011735985854399663,-0.10401155674571358,-0.002938903129827391,-0.02306685719502581,0.22632856521957256,0.6951389042648074,1.5057523478551917,0.7205405733254698,0
-0.4169069123238122,0.06934882188018068,-0.09814111165689644,1.1525838587119426,-0.2911056790617545,-0.1582106312566406,0.17755212331070566,0.8507315009025046,1.5824250389826258,0
-2.616690561052608,0.35241809390869344,1.3012955977930967,1.2293212230954051,1.4174587547144266,0.19312501494939593,-0.15379907531962136,-2.290886802569038,0.2794144375989636,0
