ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,ph_acide,ph_basique,turbidite_elevee,thm_dangereux,chloramines_excessives,sulfate_excessif,tds_eleve,conductivite_elevee,pollution_organique,interaction_tds_cond,interaction_ph_carbon,interaction_turb_thm
-0.0425516884943845,0.2585921766657151,-0.1471410691170474,0.2067579716147379,0.9793468571237154,1.703775186839114,-1.1914111998725527,1.3035061383082218,-1.286090151176703,0,1,0,0,0,0,0,0,0,0,-0.2542479406105551,0.016273167770437164,-1.6980597389508783
-2.4224537350455817,-2.073840687180113,-0.3949316514118582,-0.2520809824423302,-0.0230668571950258,2.056112970824344,0.2623552030846493,-0.640030181173345,0.6848193069197602,0,1,0,0,0,0,0,0,0,0,-0.8064447499264848,-0.676623727284636,-0.43357669486770917
0.7188428360890746,0.8565021106761536,-0.2482376444203478,1.5700083701071954,-0.0230668571950258,-0.0926696897944776,0.7737608122495635,-0.0004005345206706,-1.1671342502202329,0,1,0,0,0,0,0,0,0,0,0.0149987877136845,0.526692874952016,0.014538003844007984
0.8748250923037718,0.5516760528327914,-0.0064530982193775,0.730565299760685,0.6504127296063656,-0.7749830005053142,1.2486010279908832,2.1497545069659654,0.8490457648622755,0,1,0,0,0,0,0,0,0,0,-0.0027113934631001575,1.067988455912471,1.8781629258926757
1.4305900239165226,-0.4766394699930725,-0.4695776019262673,-0.3132483159905181,-0.6718054307806649,-0.3416697890076929,-0.8344994668284933,-2.182281429990068,0.139277893731571,0,1,0,0,0,0,0,0,0,0,0.15019927827633564,-1.2403227264631278,-0.296354451932603
-1.0836667050903996,-0.2537479546468303,0.7651786026587781,0.3755758135147716,-0.2039386192043384,-1.7958521091221231,-1.7910757726831568,-0.7294814886427602,-1.803233296737085,0,1,0,0,0,0,0,0,0,0,-1.359423358062262,1.9248423366530256,1.3574934744284721
2.241627444842313,1.5931718229182366,0.7652965560421082,0.3538676030082179,1.6905656020687507,-1.7565983184401155,-0.1587073895969598,1.1521773798631991,-1.6580218539672764,0,1,0,0,0,0,0,0,0,0,-1.330079666671221,-0.3941291641508067,-1.936948916647033
1.1035094922780708,0.2113383036755894,-0.963367039667422,-1.6819633581969138,-0.8648608282330571,0.5978025124310975,-0.5905397005904764,-0.2299710831578994,0.5576168605153977,0,1,0,0,0,0,0,0,0,0,-0.5741652284598235,-0.6929029532197865,-0.11690553287975713
-0.0425516884943845,-2.396329037509873,-0.8930296053369217,0.5545009446355288,-1.845212348364439,-0.4530702842643166,-0.4868934644521768,-0.7921713097676965,-0.4760967252208504,0,1,0,0,0,0,0,0,0,0,0.3903917810862851,-0.013996062563911517,0.39924089339118246
2.927088515485996,0.9490733849236708,0.3909374394476214,1.432912984551746,1.9840881570467317,1.698557659890587,1.0945339825571814,0.3518045855112749,0.518054638730055,0,1,0,0,0,0,0,0,0,0,0.6455959362221438,3.1999616932852586,0.20019506098026302
0.1895765410390168,-0.958183814555664,1.1898372136375688,0.3796000838253845,-0.2054661416752583,-0.0091098147633907,0.3855551902415497,0.7805107151878797,-0.3898591009681699,0,1,0,0,0,0,0,0,0,0,-0.018293934534746738,0.038886082061582415,-0.2967074559018706
0.6295410808110793,0.68518898218738,-0.3791558192720717,0.7657922187464634,-0.0230668571950258,-0.7647283412301844,0.0642080342270926,0.637631938405808,0.0580617385854246,0,1,0,0,0,0,0,0,0,0,0.2776030532660994,0.005898530638215452,0.051870852168451026
0.0169856245903736,-1.230648932093906,-0.3833799064876628,-2.342292324857907,-1.4578238349920147,-0.9667257904692668,0.4893507939737481,0.8287324550551052,-0.6674306018642912,0,1,0,0,0,0,0,0,0,0,0.35696268229246164,-0.026522621415885458,-0.5508377025910656
-0.0425516884943845,-1.432470149022853,0.6026808943011688,-0.1120226559542377,-0.9749925972344248,-0.5716032185837113,1.5315517967170622,0.6391585500820135,0.573703708075864,0,1,0,0,0,0,0,0,0,0,-0.3465210071173335,-0.1007174912177277,0.38855559243758514
0.2867544371405083,0.2726399785783365,0.7238259807772469,-1.3303649690412254,-0.0230668571950258,0.2283810625107244,-0.3287245573579191,0.2455449495745497,1.0395475031175665,0,1,0,0,0,0,0,0,0,0,0.15498775501979303,-0.13009282468923702,0.2747510290875976
-0.536697351181341,-0.3025938252466096,2.177282085734176,1.8140767222979857,0.8654036169991125,1.1173157652578474,-0.8401017269121536,0.5479854367374295,0.5254720207899918,0,1,0,0,0,0,0,0,0,0,2.3855039478376567,0.4203390370798166,0.3081425435647566
1.4946168951051113,2.3887676155647712,0.2254752670917076,-0.0659526922846827,1.823129113004782,0.6393160541405013,-0.2805618640142734,0.3188920883933213,0.6886707273098199,0,1,0,0,0,0,0,0,0,0,0.13417377857850302,-0.4583154950967688,0.23834811643402468
1.3469096003444678,2.560093143884293,-0.2997323727841894,-0.5494272992598398,-0.0230668571950258,0.0656142648908282,-0.4315590780007122,-0.1651317105912577,-1.9617020537438217,0,1,0,0,0,0,0,0,0,0,-0.026977846642671312,-0.6218249728329132,0.3448969931964797
0.1970374549625637,0.5554842322638003,0.4076548677633482,-1.7718999756163436,0.0527554963076002,0.5399388030556638,-0.5465207816642806,-0.2300364855336018,-1.802475811140385,0,1,0,0,0,0,0,0,0,0,0.2088967671391172,-0.1436448641628887,0.43752404655643845
-0.3124152865512972,-0.872790877779709,1.016914865441987,-0.7878644466511853,-0.6493174264983402,1.2027350488904671,1.0813382871790846,0.6729003715297911,-0.2778111095399662,0,1,0,0,0,0,0,0,0,0,1.1955504078594879,-0.3760189411177433,-0.17685887225672006
-0.0425516884943845,0.601264342284449,-0.5695259327183101,-0.9615481359638824,-0.1964263675674353,0.1249465528305018,-0.0377577350019227,-0.4165056478678905,1.9136177775128544,0,1,0,0,0,0,0,0,0,0,-0.07763370586163497,-0.0332929406446365,-0.7999421887262551
-2.2888653254815328,0.0117359858543996,-0.1040115567457135,-0.0029389031298273,-0.0230668571950258,0.2263285652195725,0.6951389042648074,1.5057523478551915,0.7205405733254698,0,1,0,0,0,0,0,0,0,0,-0.030788888469794506,-1.6414290710342092,1.1221167427487486
-0.4169069123238122,0.0693488218801806,-0.0981411116568964,1.1525838587119426,-0.2911056790617545,-0.1582106312566406,0.1775521233107056,0.8507315009025046,1.5824250389826258,0,1,0,0,0,0,0,0,0,0,0.0076432912856727025,-0.10965595994376634,1.3889426384459522
-2.616690561052608,0.3524180939086934,1.301295597793097,1.2293212230954051,1.4174587547144266,0.1931250149493959,-0.1537990753196213,-2.290886802569038,0.2794144375989636,0,1,0,0,0,0,0,0,0,0,0.2395931743612429,0.371433394073467,-0.6396752136434376
-0.0425516884943845,-1.568666882078509,-1.014633902058129,0.6250699606371579,-0.8452830693736182,-1.5674750132871866,-0.4797837511464565,-1.0705626435910596,0.0492847657290609,0,1,0,0,0,0,0,0,0,0,1.5569085699394731,-0.014301527620136995,-0.039825256012569574
-0.0425516884943845,2.1602828362928506,0.4916532903204956,0.4826630423738032,1.7393838799511263,-0.7600199807341308,-1.2007488756764748,-0.8505159119726204,0.0322270104179113,0,1,0,0,0,0,0,0,0,0,-0.37521840785617766,0.016674356052131373,-0.013932607882206339
